system:index,date,value,.geo
217,2018-04-10T01:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
218,2018-04-10T02:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
219,2018-04-10T03:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
220,2018-04-10T04:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
221,2018-04-10T05:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
222,2018-04-10T06:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
223,2018-04-10T07:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
224,2018-04-10T08:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
225,2018-04-10T09:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
226,2018-04-10T10:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
227,2018-04-10T11:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
228,2018-04-10T12:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
229,2018-04-10T13:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
230,2018-04-10T14:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
231,2018-04-10T15:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
232,2018-04-10T16:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
233,2018-04-10T17:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
234,2018-04-10T18:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
235,2018-04-10T19:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
236,2018-04-10T20:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
237,2018-04-10T21:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
238,2018-04-10T22:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
239,2018-04-10T23:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
240,2018-04-11T00:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
241,2018-04-11T01:00:00,0.037568848580121994,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
242,2018-04-11T02:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
243,2018-04-11T03:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
244,2018-04-11T04:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
245,2018-04-11T05:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
246,2018-04-11T06:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
247,2018-04-11T07:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
248,2018-04-11T08:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
249,2018-04-11T09:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
250,2018-04-11T10:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
251,2018-04-11T11:00:00,0.3103330135345459,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
252,2018-04-11T12:00:00,0.4873970150947571,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
253,2018-04-11T13:00:00,0.2833709716796875,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
254,2018-04-11T14:00:00,0.04575541242957115,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
255,2018-04-11T15:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
256,2018-04-11T16:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
257,2018-04-11T17:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
258,2018-04-11T18:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
259,2018-04-11T19:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
260,2018-04-11T20:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
261,2018-04-11T21:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
262,2018-04-11T22:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
263,2018-04-11T23:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
264,2018-04-12T00:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
265,2018-04-12T01:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
266,2018-04-12T02:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
267,2018-04-12T03:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
268,2018-04-12T04:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
269,2018-04-12T05:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
270,2018-04-12T06:00:00,0.0,"{""type"":""Point"",""coordinates"":[83.46666667,28.65]}"
